City,Source,Title (TR),Title (EN),Category,Area,Description (TR),Description (EN),Price,Rating,Review Count,Image URL
Brüksel,OTA,Froud & Stouf Mural,Froud & Stouf Mural,Deneyim,,"Frédéric Jannin ve Stefan Liberski'nin yarattığı Froud ve Stouf, iki mavi köpeğin varoluşsal ve komik sohbetlerini konu alır. Lavallée sokağındaki bu duvar resmi, Brüksel mizahının modern bir örneğidir.","Created by Frédéric Jannin and Stefan Liberski, Froud and Stouf is about the existential and funny conversations of two blue dogs. This mural on Lavallée street is a modern example of Brussels humour.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/froud-and-stouf-mural.jpg
Brüksel,OTA,Saint Hubert Kraliyet Galerisi,Royal Gallery,Alışveriş,Merkez,"1847'de açılan Avrupa'nın ilk kapalı alışveriş pasajı, cam tavanlı koridorlarıyla mimari bir şaheser. Pierre Marcolini, Neuhaus ve Godiva gibi ünlü çikolata dükkanları, butikler ve kafelerle dolu. Yağmurlu günlerde bile keyifle dolaşılan nostaljik bir mekan.","Opened in 1847 as Europe's first covered shopping arcade, this is an architectural masterpiece with glass-roofed corridors. Filled with famous chocolate shops like Pierre Marcolini, Neuhaus, and Godiva, plus boutiques and cafes. A nostalgic spot to stroll even on rainy days.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/galeries-royales-saint-hubert.jpg
Brüksel,OTA,GardeRobe MannekenPis,GardeRobe MannekenPis,Müze,Merkez,"1698'den günümüze kadar Manneken Pis'in giydiği 1000'den fazla kostümü sergileyen bu eğlenceli müze, heykelin dünya genelindeki sembolik önemini anlatır. Elvis, Drakula, astronot ve futbolcu kıyafetleri arasında gezin!","Displaying more than 1,000 costumes worn by Manneken Pis from 1698 to the present, this entertaining museum explains the symbolic importance of the statue around the world. Browse through Elvis, Dracula, astronaut and football player outfits!",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/garderobe-mannekenpis.jpg
Brüksel,OTA,Gaston,Gaston,Kafe,Sainte-Catherine,"Artisan dondurma ustası Gaston, doğal malzemeler ve yerel ürünlerle taze dondurma yapıyor. Belçika çikolatası, Şpeculoos ve mevsimlik meyve aromaları favoriler. Yaz günlerinde Sainte-Catherine meydanındaki en çok sıra olusan yer.","Artisan ice cream master Gaston makes fresh ice cream with natural ingredients and local products. Belgian chocolate, Şpeculoos and seasonal fruit flavors are favorites. On summer days, it is the place with the most queues in Sainte-Catherine Square.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/gaston.jpg
Brüksel,OTA,Gaston Lagaffe Mural,Gaston Lagaffe Mural,Deneyim,Merkez,"Franquin'in yarattığı en sevilen sakar karakterlerden Gaston, bu duvar resminde ofis maceralarından bir kare canlandırır. Kedisi, patlayczı deneyleri ve tepeden tırnağa kaotik tarzıyla Brüksel mizahını temsil ediyor.","Gaston, one of the most beloved clumsy characters created by Franquin, recreates a scene from his office adventures in this mural. He represents Brussels humor with his cat, explosive experiments and completely chaotic style.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/gaston-lagaffe-mural.jpg
Brüksel,OTA,Gaston Lagaffe Heykeli,Gaston Lagaffe Statue,Tarihi,Merkez,"Belçika çizgi roman merkezinin hemen önünde yer alan bu heykel, ofislerin sakar kralı Gaston Lagaffe'ı ve meşhur kedisini selamlar. André Franquin'in yarattığı anti-kahraman.","Located right in front of the Belgian comic book hub, this statue salutes Gaston Lagaffe, the clumsy king of the office, and his famous cat. Anti-hero created by André Franquin.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/gaston-lagaffe-statue.jpg
Brüksel,OTA,Gile Jourdan Mural,Gile Jourdan Mural,Deneyim,,"Maurice Tillieux'nün efsanevi dedektifi Gil Jourdan, her daim maceranın peşindedir. Rue des Riches Claires'deki bu duvar resmi, klasik 1950'ler atmosferini ve dedektiflik dünyasını harika bir şekilde yansıtır.",Maurice Tillieux's legendary detective Gil Jourdan is always in search of adventure. This mural on Rue des Riches Claires wonderfully captures the classic 1950s atmosphere and detective world.,medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/gile-jourdan-mural.jpg
Brüksel,OTA,Goupil Le Fol,Goupil Le Fol,Bar,Merkez,"Labirent gibi odaları, loş ışıkları ve her santimetrekaresini kaplayan eski objeleriyle Brüksel'in en sıra dışı mekanı. Fransız şansonları eşliğinde ev yapımı meyve şaraplarını (özellikle vişne) denemeden dönmeyin.","It is the most extraordinary place in Brussels, with its labyrinthine rooms, dim lights and old objects covering every square centimeter. Don't leave without trying homemade fruit wines (especially sour cherry) accompanied by French chansons.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/goupil-le-fol.jpg
Brüksel,OTA,Grand Place,Grand Place,Tarihi,Merkez,"UNESCO Dünya Mirası listesinde yer alan Grand Place, Victor Hugo'nun 'dünyanın en güzel meydanı' dediği bu alanı çevreleyen 17. yüzyıl lonca evleri, altın yaldızlı süsleriyle gözler kamaştırır. Gece ışıklandırmasında meydan adeta büyülü bir sahneye dönüşür.","Listed as UNESCO World Heritage, Grand Place was called 'the most beautiful square in the world' by Victor Hugo. The 17th-century guild houses surrounding this area dazzle with their gold gilding. The square transforms into a magical scene under night lighting.",free,4.9,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/grand_place.jpg
Brüksel,OTA,Halle Kapısı,Halle Gate,Müze,Saint-Gilles,"1381'de inşa edilen bu görkemli kapı, ortaçağ Brüksel'in savunma surlarından günümüze ulasan tek yapı. İçindeki müzede silahlar, zırhlar ve şehrin tarihine dair eserler sergilenir. Çatıdan şehir manzarası görülebilir.","Built in 1381, this magnificent gate is the only surviving structure from the defensive walls of medieval Brussels. Weapons, armor and artifacts about the history of the city are exhibited in the museum inside. City views can be seen from the roof.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/halle-gate.jpg
Brüksel,OTA,Hankar Metro Station,Hankar Metro Station,Deneyim,,"Roger Somville'in 'Notre Temps' (Zamanımız) adlı devasa duvar resmiyle ünlü istasyon. Canlı turuncu ve kırmızı renklerin hakim olduğu bu dinamik eser, işçi sınınfının mücadelesini ve zaferini anlatır.","Station famous for Roger Somville's huge mural 'Notre Temps' (Our Time). This dynamic work, dominated by vibrant orange and red colors, tells the struggle and victory of the working class.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/hankar-metro-station.jpg
Brüksel,OTA,Het Zinneke,Het Zinneke,Tarihi,Dansaert,"Manneken Pis (oğlan) ve Jeanneke Pis (kız) ailesinin üçüncü üyesi olan Het Zinneke, Kartuizersstraat köşesinde direğe işeyen sevimli bir sokak köpeğidir. Brüksel mizahının en sempatik örneği.","Het Zinneke, the third member of the family of Manneken Pis (boy) and Jeanneke Pis (girl), is a cute stray dog ​​who urinates on a pole at the corner of Kartuizersstraat. The most sympathetic example of Brussels humour.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/het-zinneke.jpg
Brüksel,OTA,Horta Müzesi,Horta Museum,Müze,Saint-Gilles,"Art Nouveau mimarisinin babası Victor Horta'nın 1898-1901 yılları arasında inşa ettiği ve yaşadığı bu ev, dönemin devrimci tasarım anlayışının en saf örneğidir. Kıvrımlı demir işleri, vitray pencereler ve mozaikler her detayda kendini gösterir.","Built and lived in by Art Nouveau father Victor Horta between 1898-1901, this house is the purest example of the era's revolutionary design philosophy. Curved ironwork, stained glass windows, and mosaics reveal themselves in every detail.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/horta-museum.jpg
Brüksel,OTA,House of European History,House of European History,Müze,Leopold Park,Avrupa Birliği'nin kürsel anlatabildiği tek müze: 20. yüzyılın savaşlarından bugünün birliğine uzanan hiřkâyeyi interaktif ve tarafsız biçimde anlatıyor. Leopold Park'taki muhteşem binası ve ücretsiz girişiyle AB'yi anlamak için ideal başlangıç noktası.,"The only museum where the EU can explain itself globally: interactively and impartially telling the story from 20th century wars to today's union. With its magnificent building in Leopold Park and free entry, it's the ideal starting point to understand the EU.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/house-of-european-history.jpg
Brüksel,OTA,Hôtel Ciamberlani,Hôtel Ciamberlani,Tarihi,Ixelles,"Paul Hankar'ın 1897'de tasarladığı bu görkemli cephe, devasa at nalı şeklindeki pencereleri ve Albert Ciamberlani'nin yaptığı altın zeminli sgraffito resimleriyle tanınır. Geometrik Art Nouveau tarzının en çarpıcı örneklerinden.","This magnificent façade, designed by Paul Hankar in 1897, is known for its huge horseshoe-shaped windows and gold-based sgraffito paintings by Albert Ciamberlani. One of the most striking examples of geometric Art Nouveau style.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/htel_ciamberlani.jpg
Brüksel,OTA,Hôtel Hannon,Hôtel Hannon,Müze,Saint-Gilles,"Mimar Jules Brunfaut'un tasarladığı Hotel Hannon, Fransız Art Nouveau etkileri taşıyan nadir Brüksel örneklerindendir. Freskleri, mozaikleri ve kış bahçesiyle yakın zamanda halka açılan bir müze-evdir.","Hotel Hannon, designed by architect Jules Brunfaut, is one of the rare Brussels examples with French Art Nouveau influences. It is a museum-house that was recently opened to the public with its frescoes, mosaics and winter garden.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/htel_hannon.jpg
Brüksel,OTA,Hôtel Solvay,Hôtel Solvay,Tarihi,Avenue Louise,"UNESCO Dünya Mirası listesindeki Hôtel Solvay, Victor Horta'nın 'bütçe sınırlaması olmadan' tasarladığı başyapıtıdır. Mobilyalardan kapı kollarına kadar her detay orijinal haliyle korunmuştur. Art Nouveau'nun zirvesi.","Hôtel Solvay, on the UNESCO World Heritage list, is Victor Horta's masterpiece designed 'without budget limitations'. Every detail, from furniture to door handles, has been preserved in its original form. The pinnacle of Art Nouveau.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/htel_solvay.jpg
Brüksel,OTA,Hôtel Tassel,Hôtel Tassel,Tarihi,Ixelles,"1893 yılında Victor Horta tarafından tasarlanan bu bina, dünyadaki ilk Art Nouveau yapısı olarak kabul edilir. Açık plan düzeni, doğal ışık kullanımı ve kıvrımlı hatlariyla mimarlık tarihinde devrim yaratmıştır. UNESCO listesindedir.","Designed by Victor Horta in 1893, this building is considered the first Art Nouveau structure in the world. It revolutionized the history of architecture with its open plan layout, use of natural light and curved lines. It is on the UNESCO list.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/htel_tassel.jpg
Brüksel,OTA,Hôtel van Eetvelde,Hôtel van Eetvelde,Tarihi,Ambiorix,"Horta'nın en cüretkar tasarımlarından biri olan bu UNESCO korumasındaki ev, merkezi ışıklık avlusu ve demir-cam konstrüksiyonuyla tanınır. Bir gemi güvertesini andıran detayları ve aydınlık iç mekanıyla Art Nouveau'nun manifestosudur.","One of Horta's most daring designs, this UNESCO-listed house is known for its central skylight courtyard and iron-glass construction. It is the manifesto of Art Nouveau, with its details resembling a ship's deck and its bright interior.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/htel_van_eetvelde.jpg
Brüksel,OTA,Jardin du Fleuriste,Jardin du Fleuriste,Park,Laeken,"Laeken'de Kraliyet Seralarına yakın bu az bilinen park, Brüksel'in panoramik manzarasını sunar. Nadir bitkiler, teraslı bahçeler ve sakin atmosferiyle şehrin gürültüsünden kaçmak için gizli bir cennet.","This little-known park in Laeken, close to the Royal Greenhouses, offers panoramic views of Brussels. A hidden paradise to escape the noise of the city with its rare plants, terraced gardens and calm atmosphere.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/jardin-du-fleuriste.jpg
Brüksel,OTA,Jardin du Mont des Arts,Jardin du Mont des Arts,Park,Mont des Arts,"Kraliyet Müzesi kompleksinin önündeki bu geometrik Fransız tarzı bahçe, Brüksel'in en çok fotoğraflanan noktalarından biri. Teraslı yapısı, çiçek tarhları ve fıskiyesiyle gün batımında altın rengine bürünür.","This geometric French-style garden in front of the Royal Museum complex is one of the most photographed spots in Brussels. It turns golden at sunset with its terraced structure, flower beds and fountain.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/jardin-du-mont-des-arts.jpg
Brüksel,OTA,Jat' Café,Jat' Café,Kafe,Saint-Gilles,"Saint-Gilles'in sevilen kafelerinden Jat', rahat koltukları, geniş masaları ve hızlı wifi'siyle dijital göçebelerin ve öğrencilerin cennetidir. Montreal tarzı bagel'ları ve ev yapımı limonatası deneyin.","Jat', one of Saint-Gilles' popular cafes, is a paradise for digital nomads and students with its comfortable seats, large tables and fast wifi. Try the Montreal-style bagels and homemade lemonade.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/jat-cafe.jpg
Brüksel,OTA,Jeanneke Pis,Jeanneke Pis,Tarihi,Impasse de la Fidélité,"1987'de Manneken Pis'in 'kız kardeşi' olarak dikilen bu küçük heykel, Delirium Café'nin karşısındaki dar çıkmaz sokakta gizlidir. Feminist bir mesaj taşıdığı düşünülen bu heykel, parmaklarla dokunularak dilek dilenen bir gelenek oluşturmuş.","Erected in 1987 as Manneken Pis's 'sister', this small statue is hidden in a narrow dead-end street opposite Delirium Café. Thought to carry a feminist message, touching the statue with fingers has become a tradition for making wishes.",free,4.0,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/jeanneke-pis.jpg
Brüksel,OTA,Jewish Müzesi of Belgium,Jewish Museum of Belgium,Müze,Sablon,"Belçika Yahudi toplumunun zengin tarihini, kültürünü ve geleneklerini anlatan bu müze, Holokost'tan kurtulanların hićkâyelerini de barındırır. Düşündürücü ve duygusal bir deneyim sunar.","This museum, which tells the rich history, culture and traditions of the Belgian Jewish community, also contains the stories of Holocaust survivors. It provides a thought-provoking and emotional experience.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/jewish-museum-of-belgium.jpg
Brüksel,OTA,Jojo Mural,Jojo Mural,Deneyim,,"André Geerts'in sevimli karakteri Jojo, çocukluğun masumiyetini ve duygusallığını temsil eder. Pieremit sokağındaki bu sıcak ve renkli duvar resmi, mahalleye neşe katar.",André Geerts' lovable character Jojo represents the innocence and sensuality of childhood. This warm and colorful mural on Pieremit street brings joy to the neighborhood.,medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/jojo-mural.jpg
Brüksel,OTA,Josaphat Parkı,Josaphat Park,Park,Schaerbeek,"İngiliz bahçsi tarzında tasarlanan bu romantik 30 hektarlık park, heykeller, göletler ve yüzyıllık ağaçlarla dolu. Schaerbeek'in yeşil cennetidir. Hafta sonları piknik yapan aileler ve sabah koşusu yapan yerelllerle canlanır.","Designed in English garden style, this romantic 30-hectare park is full of statues, ponds and centuries-old trees. It is the green paradise of Schaerbeek. It comes alive on weekends with families having picnics and locals going for morning jogs.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/josaphat-park.jpg
Brüksel,OTA,Kafei,Kafei,Kafe,Sablon,"Instagram fenomeni kabarık Japon pankekleri (souffle pancakes) ile ünlü bu kafe, Asya tarzı tatlılar ve matcha içecekleri sunar. Hafta sonları sıra beklenir ama her lokma beklemeye değer - pamuk gibi hafif pankekler!","Famous for its Instagram-favorite fluffy Japanese pancakes (souffle pancakes), this cafe serves Asian-style desserts and matcha drinks. There's a queue on weekends, but every bite is worth the wait - cottony light pancakes!",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/kafei.jpg
Brüksel,OTA,Kinky & Cosy Mural,Kinky & Cosy Mural,Deneyim,Merkez,"Nix tarafından yaratılan tehlikeli ikiz kız kardeşler Kinky ve Cosy, bu duvar resminde asi dünyalarını sergiliyor. Kara mizahla dolu bu şçizgi roman, yetişkin içerikli ve provokatiftir.","Created by Nix, dangerous twin sisters Kinky and Cozy showcase their rebellious world in this mural. This comic book, full of black humor, is adult and provocative.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/kinky-and-cosy-mural.jpg
Brüksel,OTA,Koko Bill Mural,Koko Bill Mural,Deneyim,,"Yann ve Binet'in yarattığı Koko Bill, vahşi batının en komik ve anarşist kuşudur. Rue des Tanneurs'de bulunan bu renkli duvar resmi, absürt mizahın sınırlarını zorlar.","Koko Bill, created by Yann and Binet, is the funniest and anarchist bird of the wild west. Located on Rue des Tanneurs, this colorful mural pushes the boundaries of absurdist humour.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/koko-bill-mural.jpg
Brüksel,OTA,L'Archiduc,L'Archiduc,Bar,Dansaert,"1937'den beri şehrin caz mabedi olan L'Archiduc, Art Deco tarzı iç mekanı, piyanosu ve yüksek tavanıyla efsanevidir. Miles Davis ve Nat King Cole gibi devlerin ayak izlerini taşıyan mekanda, canlı caz eşliğinde kokteyl içmek bir ayrıcalıktır.","L'Archiduc, the city's jazz temple since 1937, is legendary for its Art Deco interior, piano and high ceilings. It is a privilege to have a cocktail accompanied by live jazz in a venue that bears the footsteps of giants such as Miles Davis and Nat King Cole.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/larchiduc.jpg
Brüksel,OTA,La Fabrique en Ville,La Fabrique en Ville,Kafe,Egmont Park,"Egmont Park'ın yeşillikleri içinde bu şık kafe, şehrin en güzel brunch deneyimlerinden birini sunar. Cam terası, açık büfe hafta sonu brunch'ı ve kaliteli servısıyla özel günler için ideal.","Nestled in the greenery of Egmont Park, this stylish cafe offers one of the city's best brunch experiences. It is ideal for special occasions with its glass terrace, open buffet weekend brunch and quality service.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/la-fabrique-en-ville.jpg
Brüksel,OTA,La Patrouille des Castors Mural,La Patrouille des Castors Mural,Deneyim,,"MiTacq ve Charlier'nin 1954'te yarattığı efsanevi izci grubu 'Kunduz Devriyesi'. Duvar resmi, izcilerin bir ev duvarını boyamasını göstererek eğlenceli bir 'resim içinde resim' etkisi yaratıyor.","The legendary scout group 'Beaver Patrol' created by MiTacq and Charlier in 1954. The mural shows scouts painting a house wall, creating a fun 'picture-in-picture' effect.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/la-patrouille-des-castors-mural.jpg
Brüksel,OTA,La Pharmacie Anglaise,La Pharmacie Anglaise,Bar,Coudenberg,"Eski bir İngiliz eczanesinden dönüştürülen bu bar, tuhaf tıp aletleri, şişelerle dolu rafları ve ahşap dekoruyla Viktorya dönemini yaşatır. Simyacı titizliğinde hazıredilen kokteylleri şehrin en iyilerindendir.","Converted from an old English pharmacy, this pub brings to life the Victorian era with its strange medical instruments, shelves full of bottles and wooden décor. Its cocktails, prepared with alchemist precision, are among the best in the city.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/la-pharmacie-anglaise.jpg
Brüksel,OTA,La Porte Noire,La Porte Noire,Bar,Merkez,"16. yüzyıldan kalma eski bir manastır mutfağında yer alan bu atmosferik bar, tonozlu tavanları ve loş ışıklarıyla büyüleyicidir. Geniş viski menüsü ve canlı rock/blues konserleriyle ünlüdür.","Housed in a former 16th-century monastery kitchen, this atmospheric bar is charming with its vaulted ceilings and dim lights. It is famous for its extensive whiskey menu and live rock/blues concerts.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/la-porte-noire.jpg
Brüksel,OTA,Laurent Gerbaud Chocolatier,Laurent Gerbaud,Alışveriş,Merkez,"Brüksel'in en iyi çikolatacılarından, meyve ve baharat eşleşmeleriyle ünlü. Atölye ve tadım imkanı.","One of Brussels' best chocolatiers, famous for fruit and spice pairings. Workshop and tasting opportunity.",high,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/laurent-gerbaud-chocolatier.jpg
Brüksel,OTA,Le Chat Mural,Le Chat Mural,Deneyim,Güney,"Philippe Geluck'un yarattığı felsefi ve komik 'Le Chat' (Kedi), Boulevard du Midi üzerinde takım elbisesiyle sizi selâmlar. Absürt mizahıyla tanınan bu karakter, Belçika kültürünün önemli bir parçasıdır.","The philosophical and funny 'Le Chat' (The Cat), created by Philippe Geluck, greets you in his suit on the Boulevard du Midi. Known for his absurd humor, this character is an important part of Belgian culture.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/le-chat-mural.jpg
Brüksel,OTA,Le Cirio,Le Cirio,Yeme-İçme,Bourse,"1886'dan beri hizmet veren bu görkemli Art Nouveau brasserie, kırmızı kadife koltukları, kristal avizaleri ve oymalı ahşap panelleriyle Brüksel'in en zarif mekanlarından biri. 'Half-en-half' (yarım beyaz şarap, yarım köpüklü şarap) kokteyli buranın imzasıdır.","Serving since 1886, this magnificent Art Nouveau brasserie is one of Brussels' most elegant venues with red velvet seats, crystal chandeliers, and carved wooden panels. The 'Half-en-half' (half white wine, half sparkling) cocktail is the house signature.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/le-cirio.jpg
Brüksel,OTA,Le Comptoir de Mathilde,Le Comptoir de Mathilde,Alışveriş,,"Nostaljik dekorasyonu ve 'babaanne mutfağı' havasıyla büyüleyen bu gurme dükkan, güney Fransa ve Belçika lezzetlerini sunar. Çikolatalı kaşıklar, özel hardallar ve ekmeğe sürülebilir lezzetler harika hediyeliklerdir.","This gourmet shop, which fascinates with its nostalgic decoration and 'grandmother's kitchen' atmosphere, offers flavors of southern France and Belgium. Chocolate spoons, special mustards and spreads make great gifts.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/le-comptoir-de-mathilde.jpg
Brüksel,OTA,Le Falstaff,Le Falstaff,Yeme-İçme,Bourse,"1903 yılında Horta'nın tasarısıyla açılan bu Art Nouveau brasserie, vitrayları ve orijinal dekoruyla nefes kesicidir. Borsa binasının karşısında, klasik Belçika mutfağı ve tarih dolu bir atmosfer sunar.","Opened in 1903 on Horta's design, this Art Nouveau brasserie is breathtaking with its stained glass and original décor. Opposite the stock exchange building, it offers classic Belgian cuisine and an atmosphere full of history.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/le-falstaff.jpg
Brüksel,OTA,Le Jeune Albert Mural,Le Jeune Albert Mural,Deneyim,Marolles,"Yves Chaland'nın yarattığı Le Jeune Albert, Marolles mahallesinde yaşayan yaramaz bir çocuğun hiƕkâyesidir. Bu duvar resmi, şehrin işçi sınıfı mahallesain ruhunu yansıtıyor.","Le Jeune Albert, created by Yves Chaland, is the story of a naughty boy living in the Marolles neighborhood. This mural reflects the spirit of the city's working-class neighborhoods.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/le-jeune-albert-mural.jpg
Brüksel,OTA,Le Mort Subite,A La Mort Subite,Bar,Merkez,"1910'dan beri değişmemiş ahşap masa ve sandalyeleri, aynaları ve pirinc aksanlarıyla zamanın durduğu bir Belle Époque brasseriesi. Kendi adını taşıyan 'Mort Subite' (Ani Ölüm) lambic birası burada üretilir. Jacques Brel'in de uğradığı efsanevi mekan.","A Belle Époque brasserie where time has stopped with unchanged wooden tables and chairs, mirrors and brass accents since 1910. Their namesake 'Mort Subite' (Sudden Death) lambic beer is produced here. A legendary spot also frequented by Jacques Brel.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/le-mort-subite.jpg
Brüksel,OTA,Le Pré Salé,Le Pré Salé,Yeme-İçme,Sainte-Catherine,"Eski bir kasap dükkanından dönüştürülen bu otantik fistoran, hala et kalitesilyle öne çıkar. Klasik Belçika yemekleri ve boçal midye (moules) çeşitleri sunulur. Sainte-Catherine meydanı'nın en karakterel mekanlarından.","Converted from an old butcher's shop, this authentic festoon still stands out with its meat quality. Classic Belgian dishes and boçal mussels (moules) are served. One of the most characteristic places of Sainte-Catherine Square.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/le-pre-sale.jpg
Brüksel,OTA,Le Roi des Mouches Mural,Le Roi des Mouches Mural,Deneyim,,"Mezzo ve Pirus'un yarattığı 'Sineklerin Kralı' (Le Roi des Mouches), Brüksel çizgi roman sanatının daha modern, karanlık ve alternatif yüzünü temsil eder. Rue de l'Ecuyer'de sıra dışı bir görsel şölen.","'King of the Flies' (Le Roi des Mouches), created by Mezzo and Pirus, represents the more modern, dark and alternative side of Brussels comic art. An extraordinary visual feast on Rue de l'Ecuyer.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/le-roi-des-mouches-mural.jpg
Brüksel,OTA,Life is Beautiful,Life is Beautiful,Bar,Dansaert,"İsmi gibi hayatı güzelleştiren butik bir kokteyl barı. Ev yapımı şuruplar, kurutulmuş meyveler ve yaratıcı sunumlarla hazırlanan kokteylleri sanat eseri gibidir. Küçük, samimi ve rezervasyon gerektiren özel bir deneyim.","Just like its name, it is a boutique cocktail bar that makes life beautiful. Their cocktails, prepared with homemade syrups, dried fruits and creative presentations, are like works of art. A special experience that is small, intimate and requires reservations.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/life-is-beautiful.jpg
Brüksel,OTA,Lincoln Mural,Lincoln Mural,Deneyim,,"Jérôme Jouvray'nin yarattığı huysuz ama sevilen kovboy Lincoln, Rue des Palais'de görülüyor. Tanrı ve Şeytan'la (kelimenin tam anlamıyla) uğraşan bu absürt western kahramanı, Brüksel mizahına çok yakışıyor.","Lincoln, the gruff but beloved cowboy created by Jérôme Jouvray, is seen on the Rue des Palais. This absurd western hero dealing with God and the Devil (literally) suits Brussels humor very well.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/lincoln-mural.jpg
Brüksel,OTA,Lucky Luke Mural,Lucky Luke Mural,Deneyim,Merkez,"Belkca çizer Morris'in yarattığı Red Kit (Lucky Luke), gölgesinden hızlı silah çeken koyboy olarak Daltonlar'ın peşinde görülüyor. Jolly Jumper de tablodan eksik değil. Rue de la Buanderie'de.","Red Kit (Lucky Luke), originally created by illustrator Morris, is seen chasing the Daltons as a boy who quickly draws a gun from his shadow. Jolly Jumper is not missing from the picture either. On Rue de la Buanderie.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/lucky-luke-mural.jpg
Brüksel,OTA,MOK Coffee Dansaert,MOK Coffee Dansaert,Kafe,Dansaert,"3. dalga kahve kültürünün Brüksel temsilcisi MOK, tek kökenli kahveleri ve minimalist beyaz dekoruyla öne çıkar. Kahve tutkunları için mutlaka uğranması gereken, yerli barista eğitimleri de düzenlenen bir mekan.","MOK, the Brussels representative of the 3rd wave coffee culture, stands out with its single-origin coffees and minimalist white decor. A must-visit place for coffee lovers, where local barista trainings are held.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/mok-coffee-dansaert.jpg
