City,Route Name (TR),Route Name (EN),Image URL,Stops,Stop Count
Athens,Tarihi Mahalleler,Historic Neighborhoods,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_37_ac91d5383bf8.jpg,"Plaka, Anafiotika, Monastiraki, Hadrian's Library",4
Athens,Agoralar & Antik Pazarlar,Agoras & Ancient Markets,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_59_773c97a627dc.jpg,"Antik Agora, Hephaistos Tapınağı, Roman Agora, Areopagus Hill (Mars Hill)",4
Athens,Tepeler & Manzaralar,Heights & Views,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_40_cadfa55fbc1a.jpg,"Lykavittos Tepesi, Filopappos Tepesi, Syntagma Meydanı",3
Dubai,Dubai İkonları,Dubai Icons & Superlatives,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/dubai/burj_khalifa.jpg,"Burj Khalifa, Dubai Mall, Dubai Fountain, Dubai Opera, Souk Al Bahar",5
Dubai,Eski Dubai Mirası,Old Dubai Heritage Walk,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/dubai/old_dubai_deira.jpg,"Old Dubai - Deira, Gold Souk, Spice Souk, Dubai Creek, Al Fahidi Historical District, Al Seef",6
Dubai,Plaj & Marina Hayatı,Beach & Marina Life,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/dubai/jbr_beach.jpg,"JBR Beach, Dubai Marina, La Mer, Aura Skypool, The View at The Palm",5
Dubai,Lüks & Gösteriş,Luxury & Extravagance,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/dubai/burj_al_arab.jpg,"Burj Al Arab, Palm Jumeirah, Atlantis Aquaventure, Madinat Jumeirah, The View at The Palm",5
Dubai,Gelecek & İnovasyon,Future & Innovation,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/dubai/museum_of_the_future.jpg,"Museum of the Future, Dubai Frame, Deep Dive Dubai, Ski Dubai, IMG Worlds of Adventure",5
Dubai,Çöl Safari Macerası,Desert Safari Adventure,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/dubai/global_village.jpg,"Dubai Desert Conservation Reserve, Dune Bashing & Camel Rides, Global Village, Miracle Garden, Dragon Mart",5
Lisbon,Lizbon Klasikleri,Lisbon Essential Icons,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lizbon/belem_kulesi.jpg,"Belém Kulesi, Jerónimos Manastırı, Padrão dos Descobrimentos, Pastéis de Belém, Tramvay 28",5
Lisbon,Alfama Ruhu & Fado,Alfama Soul & Fado,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lizbon/alfama.jpg,"Alfama, Castelo de São Jorge, Miradouro da Senhora do Monte, Miradouro da Graça, Feira da Ladra",5
Lisbon,Manzara Noktaları,Miradouros & Views,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lizbon/miradouro_da_senhora_do_monte.jpg,"Miradouro da Senhora do Monte, Miradouro da Graça, Elevador de Santa Justa, Ponte 25 de Abril, Basílica da Estrela",5
Lisbon,Pastéis & Petiscos Turu,Pastéis & Petiscos Trail,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lizbon/pasteis_de_belem.jpg,"Pastéis de Belém, Time Out Market, Mercado da Ribeira, Cervejaria Ramiro, Ginjinha",5
Lisbon,LX Factory & Trend Noktalar,LX Factory & Cool Spots,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lizbon/lx_factory.jpg,"LX Factory, Príncipe Real, Bairro Alto, Pink Street, MAAT",5
Lisbon,Azulejo Sanat Yolculuğu,Azulejo Art Journey,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lizbon/museu_nacional_do_azulejo.jpg,"Museu Nacional do Azulejo, Alfama, Convento do Carmo, Casa do Alentejo, Chiado",5
Prague,Prag Kalesi & Eski Şehir,Prague Castle & Old Town,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lucerne/old_town_squares.jpg,"Prague Castle, St. Vitus Cathedral, Golden Lane, Charles Bridge, Old Town Square, Astronomical Clock",6
Prague,Yahudi Mahallesi & Tarih,Jewish Quarter & History,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/istanbul/arter.jpg,"Jewish Quarter (Josefov), Franz Kafka Museum, Old Town Square, Tyn Church",4
Prague,Çek Bira Haccı,Czech Beer Pilgrimage,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marsilya/f.jpg,"U Fleků, Lokál Dlouhááá, Kantýna, Havelska Koruna",4
Prague,Tarihi Kafeler & Kültür,Historic Cafés & Culture,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marsilya/f.jpg,"Cafe Louvre, Cafe Savoy, Kavárna Slavia, National Gallery, Dancing House",5
Prague,Gece Prag,Prague After Dark,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lucerne/old_town_squares.jpg,"Hemingway Bar, Old Town Square, Charles Bridge, Venceslas Square",4
Prague,Panoramik Prag,Panoramic Prague,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/prag/petrin-tower.jpg,"Petrin Hill, Vyšehrad, Charles Bridge, Prague Castle",4
Vienna,İmparatorluk Viyana'sı,Imperial Vienna,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marsilya/f.jpg,"Schönbrunn Palace, Hofburg, Vienna State Opera, Rathaus, Graben",5
Vienna,Sanat & Müzeler Rotası,Art & Museums Mile,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/hongkong/mu.jpg,"Belvedere Museum, Kunsthistorisches Museum, Albertina, Mozarthaus Vienna",4
Vienna,Viyana Kahve Evi Turu,Viennese Coffee House Tour,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marakes/cafe_central_palace.jpg,"Cafe Central, Cafe Sacher, Cafe Sperl, Demel, Chiado",5
Vienna,Klasik Müzik Mirası,Classical Music Heritage,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/hongkong/mu.jpg,"Musikverein, Vienna State Opera, Mozarthaus Vienna, St. Stephen's Cathedral, Stadtpark",5
Vienna,Şnitzel & Naschmarkt,Schnitzel & Naschmarkt,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marsilya/f.jpg,"Naschmarkt, Figlmüller, Plachutta, Zum Schwarzen Kameel, Steirereck",5
Vienna,Yeşil Viyana & Prater,Green Vienna & Prater,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqht8C8K6-nfxETO4ot6iCblYiL7L6uc0Y-UtZJtjqhihzyAdH7NhNpvUtEJ_p_ZSbZUez3Mwgl-TWdUmOTX_2aJoS94c7OJF_QlQJpRyDMq55BPrdV4mtFIs9PS2be30tJYpR8UEs9lW33prh2G0sHRzlz-HlPu8b7aFveihcgQ5EwmihJ_JEBq_7CiqV0wamHYmrKYZVvw8FPpTX96lmjuYuiFFgamGu5w97hwIFpVcuF48a1LwV_VLbJaGuHVDOdwBR7nJTVp8afL03Sxa7oEF7OHOm00OmUuluy8RqBM13iqMR82oWFFL2h3dO1hGiqiek5x7YlXSy8mm-GIEhQXt-3YrGyT4lYHaRad7DGYLf1lMKNQJvXUZpqpQhO7CFFmB5AEElK8NltB3jtKYug1HOAG0uZEujEBb9vIFNsNHHmQUCJiycviQoz9c3DwnntEyEagRch5AnHXVmL202hN839ShQHYt9NBewlHIY74dzMYbNcZKUYJ_-Y7kbuddmVWpTE72J1Uq2ZPEHtnxGpHHR7whJNs-CdaXALueJbj0ewNlraTI00rXSZAy_SwXBc_b65&key=AIzaSyBOXbf-5v4aXyEYgciwX4EfPYAGXX6Yy9g,"Prater Park, Stadtpark, Volksgarten, Schönbrunn Palace",4
Porto,Porto Klasikleri,Porto Essentials,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/porto/ribeira.jpg,"Ribeira, Dom Luís I Köprüsü, São Bento Tren İstasyonu, Clérigos Kulesi, Sé do Porto (Katedral)",5
Porto,Port Şarabı Mahzenleri,Port Wine Cellars,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/porto/vila_nova_de_gaia_port_mahzenleri.jpg,"Vila Nova de Gaia - Port Mahzenleri, Teleferico de Gaia, WOW (World of Wine), Dom Luís I Köprüsü",4
Porto,Francesinha & Yerel Tatlar,Francesinha & Local Bites,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/porto/cafe_santiago.jpg,"Café Santiago, Mercado do Bolhão, Manteigaria, Cais da Ribeira, Matosinhos",5
Porto,Azulejo & Sokak Sanatı,Azulejos & Street Art,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/porto/capela_das_almas.jpg,"Capela das Almas, Livraria Lello, Igreja do Carmo & Carmelitas, Street Art Porto, Rua das Flores",5
Porto,Manzara & Günbatımı,Miradouros & Sunsets,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/porto/jardins_do_palacio_de_cristal.jpg,"Jardins do Palácio de Cristal, Miradouro da Vitória, Dom Luís I Köprüsü, Foz do Douro",4
Porto,Atlantik Sahili & Foz,Atlantic Coast & Foz,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/porto/foz_do_douro.jpg,"Foz do Douro, Matosinhos, Praia do Carneiro, Jardins do Palácio de Cristal",4
Budapest,Buda Kalesi & Tarihi Tepeler,Buda Castle & Historic Hills,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/budapeste/buda_kalesi.jpg,"Buda Kalesi, Balıkçı Kalesi, Matthias Kilisesi, Gellért Tepesi, Zincir Köprüsü",5
Budapest,Termal Hamam Turu,Thermal Baths Journey,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/budapeste/szechenyi_termal_hamami.jpg,"Széchenyi Termal Hamamı, Gellért Hamamı, Rudas Hamamı, Vajdahunyad Kalesi",4
Budapest,Harabe Barlar & Yahudi Mahallesi,Ruin Bars & Jewish Quarter,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/budapeste/szimpla_kert.jpg,"Szimpla Kert, Instant-Fogas Complex, Dohány Synagogu, Gettó Gulyás",4
Budapest,Macar Lezzetleri,Hungarian Flavors,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/budapeste/merkez_pazar.jpg,"Merkez Pazar, Gettó Gulyás, Retró Lángos Büfé, New York Café",4
Budapest,Tuna Sahili Yürüyüşü,Danube Promenade,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/budapeste/parlamento.jpg,"Parlamento, Shoes on the Danube, Zincir Köprüsü, Tuna Nehir Gezisi, Margaret Island (Margitsziget)",5
Budapest,Karanlık Tarih & Anıtlar,Dark History & Memorials,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/budapeste/house_of_terror.jpg,"House of Terror, Hospital in the Rock, Memento Park, Dohány Synagogu",4
Bangkok,Tapınak & Saray İhtişamı,Temple & Palace Grandeur,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bangkok/grand_palace.jpg,"Grand Palace, Wat Pho, Wat Arun, Wat Saket (Golden Mount), Wat Traimit (Golden Buddha)",5
Bangkok,Sokak Yemekleri Safarisi,Street Food Safari,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bangkok/chinatown_yaowarat.jpg,"Chinatown (Yaowarat), Jodd Fairs, Pak Khlong Talat, Chatuchak Pazarı",4
Bangkok,Chao Phraya Nehir Hayatı,Chao Phraya River Life,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bangkok/chao_phraya_nehri_teknesi.jpg,"Chao Phraya Nehri Teknesi, Floating Market, Wat Arun, Asiatique The Riverfront",4
Bangkok,Gece Bangkok,Bangkok After Dark,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bangkok/rooftop_barlar.jpg,"Rooftop Barlar, Khao San Road, Soi Cowboy, Mahanakhon SkyWalk",4
Bangkok,Alışveriş Cenneti,Shopping Paradise,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bangkok/chatuchak_pazari.jpg,"Chatuchak Pazarı, MBK Center, Terminal 21 Asok, ICONSIAM, Siam Paragon",5
Bangkok,Tai Masajı & Wellness,Thai Massage & Wellness,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bangkok/thai_masaj.jpg,"Thai Masaj, Wat Pho, Lumpini Park, Wat Benchamabophit",4
Singapore,Singapur İkonları,Singapore Iconic Landmarks,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/singapur/gardens_by_the_bay.jpg,"Gardens by the Bay, Marina Bay Sands, Merlion Park, Helix Bridge, ArtScience Museum, Spectra Light Show, Supertree Grove",7
Singapore,Hawker Yemek Macerası,Hawker Food Adventure,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/singapur/hawker_centre.jpg,"Lau Pa Sat Hawker Centre, Maxwell Food Centre, Chinatown Complex Food Centre, Old Airport Road Food Centre, Ya Kun Kaya Toast (Amoy St)",5
Singapore,Kültürel Mahalleler,Cultural Neighborhoods,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bangkok/chinatown_yaowarat.jpg,"Chinatown, Little India, Haji Lane, Sultan Mosque, Buddha Tooth Relic Temple, Sri Mariamman Temple, Arab Street",7
Singapore,Yeşil Singapur,Green Singapore,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/singapur/singapore_botanic_gardens.jpg,"Singapore Botanic Gardens, Gardens by the Bay, MacRitchie Reservoir, Fort Canning Park, Sungei Buloh Wetland Reserve",5
Singapore,Sentosa Adası Eğlencesi,Sentosa Island Fun,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/singapur/sentosa_island.jpg,"Sentosa Island, Universal Studios Singapore, S.E.A. Aquarium, Skyline Luge Sentosa, Siloso Beach, Wings of Time Show",6
Singapore,Gece Singapur,Singapore After Dark,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/singapur/gardens_by_the_bay.jpg,"Gardens by the Bay, Marina Bay Sands, Clarke Quay, Night Safari",4
Copenhagen,Kopenhag Klasikleri,Copenhagen Essentials,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/oslo/stroget.jpg,"Nyhavn, Tivoli Bahçeleri, Küçük Deniz Kızı, Amalienborg Sarayı, Strøget",5
Copenhagen,Danimarka Tasarımı & Mimarisi,Danish Design & Architecture,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/hongkong/mu.jpg,"Designmuseum Danmark, Hay House, Illums Bolighus, CopenHill (Amager Bakke), Superkilen Parkı",5
Copenhagen,Hygge & Kahve Kültürü,Hygge & Coffee Culture,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marsilya/the_coffee.jpg,"The Coffee Collective, Democratic Coffee, Atelier September, Andersen Bakery, Hart Bageri",5
Copenhagen,Yeni İskandinav Mutfağı,New Nordic Cuisine,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marsilya/f.jpg,"Torvehallerne, Reffen Street Food, Gasoline Grill, Hija de Sanchez, WarPigs",5
Copenhagen,Kraliyet Kopenhag,Royal Copenhagen,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/strazburg/christian.jpg,"Amalienborg Sarayı, Rosenborg Kalesi, Christiansborg Sarayı, Mermer Kilise (Frederiks Kirke), Kastellet",5
Copenhagen,Alternatif Kopenhag,Alternative Copenhagen,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/strazburg/christian.jpg,"Freetown Christiania, Superkilen Parkı, Reffen Street Food, CopenHill (Amager Bakke)",4
Marrakech,Medina & Çarşı Labirenti,Medina & Souks Maze,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marakes/jemaa_el_fna.jpg,"Jemaa el-Fna, Souk Semmarine, Rahba Kedima Square (Spice Square), Tanneries, Ben Youssef Medersa",5
Marrakech,Saraylar & Bahçeler,Palaces & Gardens,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marakes/bahia_sarayi.jpg,"Bahia Sarayı, Majorelle Bahçesi, Musée Yves Saint Laurent, Secret Garden, Menara Gardens",5
Marrakech,Fas Lezzetleri,Moroccan Flavors,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marakes/al_fassia.jpg,"Al Fassia, Cafés des Épices, Rooftop Kafeler, Cooking Class, Jemaa el-Fna",5
Marrakech,Tarihi Anıtlar,Historic Monuments,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marakes/koutoubia_camii.jpg,"Koutoubia Camii, Saadian Tombs, Ben Youssef Medersa, Dar el Bacha (Musée des Confluences), El Badi Palace",5
Marrakech,Hamam & Wellness,Hammam & Wellness,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marakes/les_bains_de_marrakech.png,"Les Bains de Marrakech, El Fenn, Heritage Spa, La Mamounia Garden Spa, Hammam de la Rose",5
Marrakech,Çöl & Dağlar,Desert & Mountains,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marakes/agafay_colu.jpg,"Agafay Çölü, Atlas Dağları Günübirlik, Essaouira Günübirlik, Ouzoud Waterfalls",4
Naples,Napoli Klasikleri,Naples Essentials,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/napoli/spaccanapoli.jpg,"Spaccanapoli, Napoli Sotterranea, Castel dell'Ovo, Piazza del Plebiscito, Castel Nuovo",5
Naples,Pizza Hacıları,The Pizza Pilgrimage,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/napoli/pizzeria_da_michele.jpg,"Pizzeria Da Michele, Gino Sorbillo Pizzeria, Pintauro, Passione di Sofi",4
Naples,Maradona & İspanyol Mahallesi,Maradona & Spanish Quarter,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/napoli/quartieri_spagnoli.jpg,"Quartieri Spagnoli, Maradona Mural, Via Toledo",3
Naples,Pompei & Vezüv (Günübirlik),Pompeii & Vesuvius (Day Trip),https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/napoli/pompei.jpg,"Pompei, Mount Vesuvius, Herculaneum",3
Naples,Körfez Manzaraları,Views of the Gulf,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/napoli/castel_santelmo.jpg,"Castel Sant'Elmo, Certosa di San Martino, Lungomare Caracciolo, Posillipo",4
Naples,Amalfi & Capri (Günübirlik),Amalfi & Capri (Day Trip),https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/napoli/amalfi_coast.jpg,"Amalfi Coast, Capri, Positano, Sorrento",4
Milan,Milano İkonları & Duomo,Milan Icons & Duomo,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/floransa/duomo_santa_maria_del_fiore.jpg,"Duomo di Milano, Galleria Vittorio Emanuele II, La Scala, Castello Sforzesco, Museo del Novecento",5
Milan,Da Vinci & Güzel Sanatlar,Da Vinci & Fine Art,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/milano/son_aksam_yemegi_lultima_cena.jpg,"Son Akşam Yemeği (L'Ultima Cena), Pinacoteca di Brera, Basilica di Sant'Ambrogio, Chiesa di San Maurizio",4
Milan,Moda & Lüks,Fashion & Luxury,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/milano/quadrilatero_della_moda.jpg,"Quadrilatero della Moda, Galleria Vittorio Emanuele II, La Rinascente, Corso Como",4
Milan,Navigli & Gece Hayatı,Navigli & Nightlife,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/milano/navigli.jpg,"Navigli, Darsena, Mercato Metropolitano, Porta Ticinese",4
Milan,Modern Milano,Modern Milan,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/milano/bosco_verticale.jpg,"Bosco Verticale, Porta Nuova, Piazza Gae Aulenti, Fondazione Prada (Bar Luce)",4
Milan,Milano Lezzetleri,Milanese Flavors,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/milano/luini.jpg,"Luini, Pasticceria Marchesi, Eataly Milano Smeraldo, Terrazza Aperol",4
Venice,Venedik Klasikleri,Venice Essentials,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/venedik/san_marco_meydani.jpg,"San Marco Meydanı, San Marco Bazilikası, Rialto Köprüsü, Dükler Sarayı (Palazzo Ducale), İç Çekiş Köprüsü",5
Venice,Murano & Burano Adaları,Murano & Burano Islands,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/venedik/murano_adasi.jpg,"Murano Adası, Burano Adası, Torcello Adası",3
Venice,Romantik Venedik,Romantic Venice,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/venedik/gondol_turu.jpg,"Gondol Turu, Caffè Florian, Accademia Köprüsü, Santa Maria della Salute",4
Venice,Sanat & Hazineler,Art & Treasures,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/venedik/gallerie_dellaccademia.jpg,"Gallerie dell'Accademia, Peggy Guggenheim Koleksiyonu, Teatro La Fenice, Scuola Grande di San Rocco",4
Venice,Gizli Venedik,Hidden Venice,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/venedik/libreria_acqua_alta.jpg,"Libreria Acqua Alta, Cannaregio, Yahudi Getto, Scala Contarini del Bovolo, Dorsoduro",5
Venice,Cicchetti & Şarap,Cicchetti & Wine,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/venedik/rialto_pazari.jpg,"Rialto Pazarı, Cicchetti & Bàcari, Campo Santa Margherita",3
Zurich,Zürih Klasikleri,Zurich Essentials,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Z%C3%BCrich_Switzerland-Grossm%C3%BCnster-01.jpg/800px-Z%C3%BCrich_Switzerland-Grossm%C3%BCnster-01.jpg,"Grossmünster, Fraumünster, Cabaret Voltaire (Dada House), Café & Conditorei 1842, Lindenhof",5
Zurich,Lüks & Çikolata,Luxury & Chocolate,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/zurih/bahnhofstrasse.jpg,"Bahnhofstrasse, Lindt Home of Chocolate, Confiserie Sprüngli, Paradeplatz, Zeughauskeller",5
Zurich,Modern Batı Zürih,Urban & Trendy West,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/zurih/zurich_west_im_viadukt.jpg,"Im Viadukt, Frau Gerolds Garten, Gerold Cuchi (Umbrella Street), Freitag Flagship Store, Markthalle",5
Zurich,Sanat & Kültür,Art & Culture,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/zurih/kunsthaus_zurich.jpg,"Kunsthaus Zürich, Swiss National Museum, Zürich Opera House, Pavillon Le Corbusier, Rietberg Museum",5
Zurich,Göl & Dağ,Lake & Mountain,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/zurih/lake_zurich_zurichsee.jpg,"Lake Zurich Promenade, Bürkliplatz, Uetliberg Mountain, China Garden, Seebad Enge",5
Zurich,Futbol Tarihi,Football History,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/zurih/fifa_world_football_museum.jpg,"FIFA World Football Museum, Sportsbar 1904, Enge",3
Geneva,Barışın Başkenti,Capital of Peace,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Palais_des_Nations_Geneva.jpg/800px-Palais_des_Nations_Geneva.jpg,"Palais des Nations, Ariana Park, Red Cross Museum, Broken Chair, Café du Soleil",5
Geneva,Bilim & İnovasyon,Science & Innovation,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Globe_of_Science_and_Innovation_CERN.jpg/800px-Globe_of_Science_and_Innovation_CERN.jpg,"CERN Globe, Microcosm, Tram 18 Experience, Meyrin Centre, Bois de la Bâtie",5
Geneva,Eski & Yeni Cenevre,Geneva Old & New,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Jet_d%27eau_de_Gen%C3%A8ve_%28swiss%29.jpg/800px-Jet_d%27eau_de_Gen%C3%A8ve_%28swiss%29.jpg,"Jet d'Eau, Jardin Anglais, St. Pierre Cathedral, Maison Tavel, Restaurant Les Armures",5
Geneva,Saatçilik & Lüks,Watchmaking & Luxury,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/cenevre/patek_philippe_museum.jpg,"Patek Philippe Museum, Rue du Rhône, Manor Genève, Confiserie Arn, L'Horloge Fleurie",5
Geneva,Cenevre Gölü Keyfi,Lake Geneva Relax,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/cenevre/bains_des_paquis.jpg,"Bains des Pâquis, Baby Plage, La Potinière, Perle du Lac, Jardin Botanique",5
Geneva,Bohem Carouge,Bohemian Carouge,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/strazburg/place-du-marche-aux-cochons-de-lait.jpg,"Place du Marché, Cinéma Bio, Boulangerie Wolfisberg, Rue Saint-Joseph, Carouge Museum",5
Lucerne,Luzern Klasikleri,Lucerne Essentials,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Luzern_Kapellbruecke.jpg/800px-Luzern_Kapellbruecke.jpg,"Kapellbrücke, Water Tower, Rathaus Brauerei, Jesuit Church, Bachmann Bakery",5
Lucerne,Şehir Surları & Manzara,City Walls & Views,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/hongkong/mu.jpg,"Museggmauer, Zyt Tower, Männleturm, Restaurant Lapin, Bourbaki Panorama",5
Lucerne,Ulaşım Müzesi & Plaj,Transport Museum & Beach,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lucerne/swiss_museum_of_transport.jpg,"Swiss Museum of Transport, Planetarium, Lido Luzern, Verkehrshaus Filmtheatre, Hans Erni Museum",5
Lucerne,Pilatus Altın Tur,Pilatus Golden Round,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marsilya/f.jpg,"Kriens Gondola, Fräkmüntegg, Pilatus Kulm, Hotel Pilatus-Kulm Restaurant, Alpnachstad",5
Lucerne,Göl Kültürü & Kafe,Lake Culture & Cafe,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lucerne/kkl_luzern.jpg,"KKL Luzern, Inseli Park, World Café, Rosengart Collection, Lake Promenade",5
Lucerne,Sanat & Müzik Yürüyüşü,Art & Music Walk,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/lucerne/rosengart_collection.jpg,"Rosengart Collection, Richard Wagner Museum, KKL Foyer, Bourbaki Panorama, Alpineum",5
Stockholm,Stockholm Eski Şehir,Stockholm Old Town,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Stortorget_Stockholm_2016.jpg/800px-Stortorget_Stockholm_2016.jpg,"Gamla Stan, Stockholm Sarayı, Stortorget, Nobel Ödülü Müzesi, Riddarholmen Kilisesi",5
Stockholm,Djurgården Müzeleri,Djurgården Museums,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Vasa_ship_stern.jpg/800px-Vasa_ship_stern.jpg,"Vasa Müzesi, Skansen Açık Hava Müzesi, Abba The Museum, Nordiska Müzesi",4
Stockholm,Metro Sanat Galerisi,Metro Art Gallery,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/T-Centralen_metro_station_Stockholm_2016_01.jpg/800px-T-Centralen_metro_station_Stockholm_2016_01.jpg,"T-Centralen Metro İstasyonu, Solna Centrum Metro İstasyonu, Kungsträdgården Metro İstasyonu, Stadion Metro İstasyonu",4
Stockholm,Manzara & Fotoğraf,Views & Photography,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/san_sebastian/ayuntamiento-de-san-sebastian.jpg,"Stockholm City Hall (Stadshuset), Fotografiska Museum, Monteliusvägen Panoramic Path, Fjällgatan Lookout, Skinnarviksberget",5
Stockholm,Takimada Macerası,Archipelago Adventure,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/marsilya/f.jpg,"Stockholm Archipelago Boat Tour, Fjäderholmarna Islands, Vaxholm Fortress, Grinda Island, Sandhamn",5
