Language,City,Route Name,Stop Count,Places
Turkish,Madrid,Kraliyet Madrid İkonları,6,"Palacio Real, Plaza Mayor, Puerta del Sol, Gran Vía, Plaza de Cibeles, Templo de Debod"
English,Madrid,Imperial Madrid Landmarks,6,"Palacio Real, Plaza Mayor, Puerta del Sol, Gran Vía, Plaza de Cibeles, Templo de Debod"
Turkish,Madrid,Sanat Üçgeni Başyapıtları,6,"Prado Müzesi, Reina Sofía Müzesi, Thyssen-Bornemisza, Retiro Parkı, CaixaForum, Atocha"
English,Madrid,Art Triangle Masterpieces,6,"Prado Müzesi, Reina Sofía Müzesi, Thyssen-Bornemisza, Retiro Parkı, CaixaForum, Atocha"
Turkish,Madrid,Kraliyet & Tarihi Madrid,6,"Palacio Real, Jardines de Sabatini, Plaza de la Villa, Teatro Real, Plaza de España, Templo de Debod"
English,Madrid,Royal & Historic Madrid,6,"Palacio Real, Jardines de Sabatini, Plaza de la Villa, Teatro Real, Plaza de España, Templo de Debod"
Turkish,Madrid,Retiro Parkı & Şehir İkonları,6,"Retiro Parkı, Puerta de Alcalá, Plaza de Cibeles, Gran Vía, Círculo de Bellas Artes, Edificio Metrópolis"
English,Madrid,Retiro Park & City Icons,6,"Retiro Parkı, Puerta de Alcalá, Plaza de Cibeles, Gran Vía, Círculo de Bellas Artes, Edificio Metrópolis"
Turkish,Madrid,Eski Madrid'in Tapas Lezzetleri,7,"Mercado de San Miguel, La Latina, El Rastro, Chocolatería San Ginés, Casa Labra, Sobrino de Botín, Casa Lucio"
English,Madrid,Tapas & Flavours of Old Madrid,7,"Mercado de San Miguel, La Latina, El Rastro, Chocolatería San Ginés, Casa Labra, Sobrino de Botín, Casa Lucio"
Turkish,Florence,Rönesans Başyapıtları,4,"Duomo (Santa Maria del Fiore), Uffizi Galerisi, Accademia Galerisi, Palazzo Vecchio"
English,Florence,Renaissance Masterpieces,4,"Duomo (Santa Maria del Fiore), Uffizi Galerisi, Accademia Galerisi, Palazzo Vecchio"
Turkish,Florence,Oltrarno Keşfi,5,"Ponte Vecchio, Palazzo Pitti, Boboli Bahçeleri, Piazzale Michelangelo, San Miniato al Monte"
English,Florence,Oltrarno Discovery,5,"Ponte Vecchio, Palazzo Pitti, Boboli Bahçeleri, Piazzale Michelangelo, San Miniato al Monte"
Turkish,Florence,Lokal Lezzet & Pazarlar,4,"Mercato Centrale, Mercato di Sant'Ambrogio, Vivoli, San Lorenzo Pazarı"
English,Florence,Local Flavor & Markets,4,"Mercato Centrale, Mercato di Sant'Ambrogio, Vivoli, San Lorenzo Pazarı"
Turkish,Florence,Kutsal Floransa,4,"Santa Maria Novella, Santa Croce Bazilikası, Museo San Marco, Cappelle Medicee"
English,Florence,Sacred Florence,4,"Santa Maria Novella, Santa Croce Bazilikası, Museo San Marco, Cappelle Medicee"
Turkish,Athens,Antik İhtişam,4,"Akropolis, Parthenon, Akropolis Müzesi, Odeon of Herodes Atticus"
English,Athens,Ancient Glory,4,"Akropolis, Parthenon, Akropolis Müzesi, Odeon of Herodes Atticus"
Turkish,Athens,Tarihi Mahalleler,4,"Plaka, Anafiotika, Monastiraki, Hadrian's Library"
English,Athens,Historic Neighborhoods,4,"Plaka, Anafiotika, Monastiraki, Hadrian's Library"
Turkish,Athens,Agoralar & Antik Pazarlar,4,"Antik Agora, Hephaistos Tapınağı, Roman Agora, Areopagus Hill (Mars Hill)"
English,Athens,Agoras & Ancient Markets,4,"Antik Agora, Hephaistos Tapınağı, Roman Agora, Areopagus Hill (Mars Hill)"
Turkish,Athens,Tepeler & Manzaralar,3,"Lykavittos Tepesi, Filopappos Tepesi, Syntagma Meydanı"
English,Athens,Heights & Views,3,"Lykavittos Tepesi, Filopappos Tepesi, Syntagma Meydanı"
Turkish,Dubai,Dubai İkonları,5,"Burj Khalifa, Dubai Mall, Dubai Fountain, Dubai Opera, Souk Al Bahar"
English,Dubai,Dubai Icons & Superlatives,5,"Burj Khalifa, Dubai Mall, Dubai Fountain, Dubai Opera, Souk Al Bahar"
Turkish,Dubai,Eski Dubai Mirası,6,"Old Dubai - Deira, Gold Souk, Spice Souk, Dubai Creek, Al Fahidi Historical District, Al Seef"
English,Dubai,Old Dubai Heritage Walk,6,"Old Dubai - Deira, Gold Souk, Spice Souk, Dubai Creek, Al Fahidi Historical District, Al Seef"
Turkish,Dubai,Plaj & Marina Hayatı,5,"JBR Beach, Dubai Marina, La Mer, Aura Skypool, The View at The Palm"
English,Dubai,Beach & Marina Life,5,"JBR Beach, Dubai Marina, La Mer, Aura Skypool, The View at The Palm"
Turkish,Dubai,Lüks & Gösteriş,5,"Burj Al Arab, Palm Jumeirah, Atlantis Aquaventure, Madinat Jumeirah, The View at The Palm"
English,Dubai,Luxury & Extravagance,5,"Burj Al Arab, Palm Jumeirah, Atlantis Aquaventure, Madinat Jumeirah, The View at The Palm"
Turkish,Dubai,Gelecek & İnovasyon,5,"Museum of the Future, Dubai Frame, Deep Dive Dubai, Ski Dubai, IMG Worlds of Adventure"
English,Dubai,Future & Innovation,5,"Museum of the Future, Dubai Frame, Deep Dive Dubai, Ski Dubai, IMG Worlds of Adventure"
Turkish,Dubai,Çöl Safari Macerası,5,"Dubai Desert Conservation Reserve, Dune Bashing & Camel Rides, Global Village, Miracle Garden, Dragon Mart"
English,Dubai,Desert Safari Adventure,5,"Dubai Desert Conservation Reserve, Dune Bashing & Camel Rides, Global Village, Miracle Garden, Dragon Mart"
Turkish,Lisbon,Lizbon Klasikleri,5,"Belém Kulesi, Jerónimos Manastırı, Padrão dos Descobrimentos, Pastéis de Belém, Tramvay 28"
English,Lisbon,Lisbon Essential Icons,5,"Belém Kulesi, Jerónimos Manastırı, Padrão dos Descobrimentos, Pastéis de Belém, Tramvay 28"
Turkish,Lisbon,Alfama Ruhu & Fado,5,"Alfama, Castelo de São Jorge, Miradouro da Senhora do Monte, Miradouro da Graça, Feira da Ladra"
English,Lisbon,Alfama Soul & Fado,5,"Alfama, Castelo de São Jorge, Miradouro da Senhora do Monte, Miradouro da Graça, Feira da Ladra"
Turkish,Lisbon,Manzara Noktaları,5,"Miradouro da Senhora do Monte, Miradouro da Graça, Elevador de Santa Justa, Ponte 25 de Abril, Basílica da Estrela"
English,Lisbon,Miradouros & Views,5,"Miradouro da Senhora do Monte, Miradouro da Graça, Elevador de Santa Justa, Ponte 25 de Abril, Basílica da Estrela"
Turkish,Lisbon,Pastéis & Petiscos Turu,5,"Pastéis de Belém, Time Out Market, Mercado da Ribeira, Cervejaria Ramiro, Ginjinha"
English,Lisbon,Pastéis & Petiscos Trail,5,"Pastéis de Belém, Time Out Market, Mercado da Ribeira, Cervejaria Ramiro, Ginjinha"
Turkish,Lisbon,LX Factory & Trend Noktalar,5,"LX Factory, Príncipe Real, Bairro Alto, Pink Street, MAAT"
English,Lisbon,LX Factory & Cool Spots,5,"LX Factory, Príncipe Real, Bairro Alto, Pink Street, MAAT"
Turkish,Lisbon,Azulejo Sanat Yolculuğu,5,"Museu Nacional do Azulejo, Alfama, Convento do Carmo, Casa do Alentejo, Chiado"
English,Lisbon,Azulejo Art Journey,5,"Museu Nacional do Azulejo, Alfama, Convento do Carmo, Casa do Alentejo, Chiado"
Turkish,Prague,Prag Kalesi & Eski Şehir,6,"Prague Castle, St. Vitus Cathedral, Golden Lane, Charles Bridge, Old Town Square, Astronomical Clock"
English,Prague,Prague Castle & Old Town,6,"Prague Castle, St. Vitus Cathedral, Golden Lane, Charles Bridge, Old Town Square, Astronomical Clock"
Turkish,Prague,Yahudi Mahallesi & Tarih,4,"Jewish Quarter (Josefov), Franz Kafka Museum, Old Town Square, Tyn Church"
English,Prague,Jewish Quarter & History,4,"Jewish Quarter (Josefov), Franz Kafka Museum, Old Town Square, Tyn Church"
Turkish,Prague,Çek Bira Haccı,4,"U Fleků, Lokál Dlouhááá, Kantýna, Havelska Koruna"
English,Prague,Czech Beer Pilgrimage,4,"U Fleků, Lokál Dlouhááá, Kantýna, Havelska Koruna"
Turkish,Prague,Tarihi Kafeler & Kültür,5,"Cafe Louvre, Cafe Savoy, Kavárna Slavia, National Gallery, Dancing House"
English,Prague,Historic Cafés & Culture,5,"Cafe Louvre, Cafe Savoy, Kavárna Slavia, National Gallery, Dancing House"
Turkish,Prague,Gece Prag,4,"Hemingway Bar, Old Town Square, Charles Bridge, Venceslas Square"
English,Prague,Prague After Dark,4,"Hemingway Bar, Old Town Square, Charles Bridge, Venceslas Square"
Turkish,Prague,Panoramik Prag,4,"Petrin Hill, Vyšehrad, Charles Bridge, Prague Castle"
English,Prague,Panoramic Prague,4,"Petrin Hill, Vyšehrad, Charles Bridge, Prague Castle"
Turkish,Vienna,İmparatorluk Viyana'sı,5,"Schönbrunn Palace, Hofburg, Vienna State Opera, Rathaus, Graben"
English,Vienna,Imperial Vienna,5,"Schönbrunn Palace, Hofburg, Vienna State Opera, Rathaus, Graben"
Turkish,Vienna,Sanat & Müzeler Rotası,4,"Belvedere Museum, Kunsthistorisches Museum, Albertina, Mozarthaus Vienna"
English,Vienna,Art & Museums Mile,4,"Belvedere Museum, Kunsthistorisches Museum, Albertina, Mozarthaus Vienna"
Turkish,Vienna,Viyana Kahve Evi Turu,5,"Cafe Central, Cafe Sacher, Cafe Sperl, Demel, Chiado"
English,Vienna,Viennese Coffee House Tour,5,"Cafe Central, Cafe Sacher, Cafe Sperl, Demel, Chiado"
Turkish,Vienna,Klasik Müzik Mirası,5,"Musikverein, Vienna State Opera, Mozarthaus Vienna, St. Stephen's Cathedral, Stadtpark"
English,Vienna,Classical Music Heritage,5,"Musikverein, Vienna State Opera, Mozarthaus Vienna, St. Stephen's Cathedral, Stadtpark"
Turkish,Vienna,Şnitzel & Naschmarkt,5,"Naschmarkt, Figlmüller, Plachutta, Zum Schwarzen Kameel, Steirereck"
English,Vienna,Schnitzel & Naschmarkt,5,"Naschmarkt, Figlmüller, Plachutta, Zum Schwarzen Kameel, Steirereck"
Turkish,Vienna,Yeşil Viyana & Prater,4,"Prater Park, Stadtpark, Volksgarten, Schönbrunn Palace"
English,Vienna,Green Vienna & Prater,4,"Prater Park, Stadtpark, Volksgarten, Schönbrunn Palace"
Turkish,Porto,Porto Klasikleri,5,"Ribeira, Dom Luís I Köprüsü, São Bento Tren İstasyonu, Clérigos Kulesi, Sé do Porto (Katedral)"
English,Porto,Porto Essentials,5,"Ribeira, Dom Luís I Köprüsü, São Bento Tren İstasyonu, Clérigos Kulesi, Sé do Porto (Katedral)"
Turkish,Porto,Port Şarabı Mahzenleri,4,"Vila Nova de Gaia - Port Mahzenleri, Teleferico de Gaia, WOW (World of Wine), Dom Luís I Köprüsü"
English,Porto,Port Wine Cellars,4,"Vila Nova de Gaia - Port Mahzenleri, Teleferico de Gaia, WOW (World of Wine), Dom Luís I Köprüsü"
Turkish,Porto,Francesinha & Yerel Tatlar,5,"Café Santiago, Mercado do Bolhão, Manteigaria, Cais da Ribeira, Matosinhos"
English,Porto,Francesinha & Local Bites,5,"Café Santiago, Mercado do Bolhão, Manteigaria, Cais da Ribeira, Matosinhos"
Turkish,Porto,Azulejo & Sokak Sanatı,5,"Capela das Almas, Livraria Lello, Igreja do Carmo & Carmelitas, Street Art Porto, Rua das Flores"
English,Porto,Azulejos & Street Art,5,"Capela das Almas, Livraria Lello, Igreja do Carmo & Carmelitas, Street Art Porto, Rua das Flores"
Turkish,Porto,Manzara & Günbatımı,4,"Jardins do Palácio de Cristal, Miradouro da Vitória, Dom Luís I Köprüsü, Foz do Douro"
English,Porto,Miradouros & Sunsets,4,"Jardins do Palácio de Cristal, Miradouro da Vitória, Dom Luís I Köprüsü, Foz do Douro"
Turkish,Porto,Atlantik Sahili & Foz,4,"Foz do Douro, Matosinhos, Praia do Carneiro, Jardins do Palácio de Cristal"
English,Porto,Atlantic Coast & Foz,4,"Foz do Douro, Matosinhos, Praia do Carneiro, Jardins do Palácio de Cristal"
Turkish,Budapest,Buda Kalesi & Tarihi Tepeler,5,"Buda Kalesi, Balıkçı Kalesi, Matthias Kilisesi, Gellért Tepesi, Zincir Köprüsü"
English,Budapest,Buda Castle & Historic Hills,5,"Buda Kalesi, Balıkçı Kalesi, Matthias Kilisesi, Gellért Tepesi, Zincir Köprüsü"
Turkish,Budapest,Termal Hamam Turu,4,"Széchenyi Termal Hamamı, Gellért Hamamı, Rudas Hamamı, Vajdahunyad Kalesi"
English,Budapest,Thermal Baths Journey,4,"Széchenyi Termal Hamamı, Gellért Hamamı, Rudas Hamamı, Vajdahunyad Kalesi"
Turkish,Budapest,Harabe Barlar & Yahudi Mahallesi,4,"Szimpla Kert, Instant-Fogas Complex, Dohány Synagogu, Gettó Gulyás"
English,Budapest,Ruin Bars & Jewish Quarter,4,"Szimpla Kert, Instant-Fogas Complex, Dohány Synagogu, Gettó Gulyás"
Turkish,Budapest,Macar Lezzetleri,4,"Merkez Pazar, Gettó Gulyás, Retró Lángos Büfé, New York Café"
English,Budapest,Hungarian Flavors,4,"Merkez Pazar, Gettó Gulyás, Retró Lángos Büfé, New York Café"
Turkish,Budapest,Tuna Sahili Yürüyüşü,5,"Parlamento, Shoes on the Danube, Zincir Köprüsü, Tuna Nehir Gezisi, Margaret Island (Margitsziget)"
English,Budapest,Danube Promenade,5,"Parlamento, Shoes on the Danube, Zincir Köprüsü, Tuna Nehir Gezisi, Margaret Island (Margitsziget)"
Turkish,Budapest,Karanlık Tarih & Anıtlar,4,"House of Terror, Hospital in the Rock, Memento Park, Dohány Synagogu"
English,Budapest,Dark History & Memorials,4,"House of Terror, Hospital in the Rock, Memento Park, Dohány Synagogu"
Turkish,Bangkok,Tapınak & Saray İhtişamı,5,"Grand Palace, Wat Pho, Wat Arun, Wat Saket (Golden Mount), Wat Traimit (Golden Buddha)"
English,Bangkok,Temple & Palace Grandeur,5,"Grand Palace, Wat Pho, Wat Arun, Wat Saket (Golden Mount), Wat Traimit (Golden Buddha)"
Turkish,Bangkok,Sokak Yemekleri Safarisi,4,"Chinatown (Yaowarat), Jodd Fairs, Pak Khlong Talat, Chatuchak Pazarı"
English,Bangkok,Street Food Safari,4,"Chinatown (Yaowarat), Jodd Fairs, Pak Khlong Talat, Chatuchak Pazarı"
Turkish,Bangkok,Chao Phraya Nehir Hayatı,4,"Chao Phraya Nehri Teknesi, Floating Market, Wat Arun, Asiatique The Riverfront"
English,Bangkok,Chao Phraya River Life,4,"Chao Phraya Nehri Teknesi, Floating Market, Wat Arun, Asiatique The Riverfront"
Turkish,Bangkok,Gece Bangkok,4,"Rooftop Barlar, Khao San Road, Soi Cowboy, Mahanakhon SkyWalk"
English,Bangkok,Bangkok After Dark,4,"Rooftop Barlar, Khao San Road, Soi Cowboy, Mahanakhon SkyWalk"
Turkish,Bangkok,Alışveriş Cenneti,5,"Chatuchak Pazarı, MBK Center, Terminal 21 Asok, ICONSIAM, Siam Paragon"
English,Bangkok,Shopping Paradise,5,"Chatuchak Pazarı, MBK Center, Terminal 21 Asok, ICONSIAM, Siam Paragon"
Turkish,Bangkok,Tai Masajı & Wellness,4,"Thai Masaj, Wat Pho, Lumpini Park, Wat Benchamabophit"
English,Bangkok,Thai Massage & Wellness,4,"Thai Masaj, Wat Pho, Lumpini Park, Wat Benchamabophit"
Turkish,Singapore,Singapur İkonları,7,"Gardens by the Bay, Marina Bay Sands, Merlion Park, Helix Bridge, ArtScience Museum, Spectra Light Show, Supertree Grove"
English,Singapore,Singapore Iconic Landmarks,7,"Gardens by the Bay, Marina Bay Sands, Merlion Park, Helix Bridge, ArtScience Museum, Spectra Light Show, Supertree Grove"
Turkish,Singapore,Hawker Yemek Macerası,5,"Lau Pa Sat Hawker Centre, Maxwell Food Centre, Chinatown Complex Food Centre, Old Airport Road Food Centre, Ya Kun Kaya Toast (Amoy St)"
English,Singapore,Hawker Food Adventure,5,"Lau Pa Sat Hawker Centre, Maxwell Food Centre, Chinatown Complex Food Centre, Old Airport Road Food Centre, Ya Kun Kaya Toast (Amoy St)"
Turkish,Singapore,Kültürel Mahalleler,7,"Chinatown, Little India, Haji Lane, Sultan Mosque, Buddha Tooth Relic Temple, Sri Mariamman Temple, Arab Street"
English,Singapore,Cultural Neighborhoods,7,"Chinatown, Little India, Haji Lane, Sultan Mosque, Buddha Tooth Relic Temple, Sri Mariamman Temple, Arab Street"
Turkish,Singapore,Yeşil Singapur,5,"Singapore Botanic Gardens, Gardens by the Bay, MacRitchie Reservoir, Fort Canning Park, Sungei Buloh Wetland Reserve"
English,Singapore,Green Singapore,5,"Singapore Botanic Gardens, Gardens by the Bay, MacRitchie Reservoir, Fort Canning Park, Sungei Buloh Wetland Reserve"
Turkish,Singapore,Sentosa Adası Eğlencesi,6,"Sentosa Island, Universal Studios Singapore, S.E.A. Aquarium, Skyline Luge Sentosa, Siloso Beach, Wings of Time Show"
English,Singapore,Sentosa Island Fun,6,"Sentosa Island, Universal Studios Singapore, S.E.A. Aquarium, Skyline Luge Sentosa, Siloso Beach, Wings of Time Show"
Turkish,Singapore,Gece Singapur,4,"Gardens by the Bay, Marina Bay Sands, Clarke Quay, Night Safari"
English,Singapore,Singapore After Dark,4,"Gardens by the Bay, Marina Bay Sands, Clarke Quay, Night Safari"
Turkish,Copenhagen,Kopenhag Klasikleri,5,"Nyhavn, Tivoli Bahçeleri, Küçük Deniz Kızı, Amalienborg Sarayı, Strøget"
English,Copenhagen,Copenhagen Essentials,5,"Nyhavn, Tivoli Bahçeleri, Küçük Deniz Kızı, Amalienborg Sarayı, Strøget"
Turkish,Copenhagen,Danimarka Tasarımı & Mimarisi,5,"Designmuseum Danmark, Hay House, Illums Bolighus, CopenHill (Amager Bakke), Superkilen Parkı"
English,Copenhagen,Danish Design & Architecture,5,"Designmuseum Danmark, Hay House, Illums Bolighus, CopenHill (Amager Bakke), Superkilen Parkı"
Turkish,Copenhagen,Hygge & Kahve Kültürü,5,"The Coffee Collective, Democratic Coffee, Atelier September, Andersen Bakery, Hart Bageri"
English,Copenhagen,Hygge & Coffee Culture,5,"The Coffee Collective, Democratic Coffee, Atelier September, Andersen Bakery, Hart Bageri"
Turkish,Copenhagen,Yeni İskandinav Mutfağı,5,"Torvehallerne, Reffen Street Food, Gasoline Grill, Hija de Sanchez, WarPigs"
English,Copenhagen,New Nordic Cuisine,5,"Torvehallerne, Reffen Street Food, Gasoline Grill, Hija de Sanchez, WarPigs"
Turkish,Copenhagen,Kraliyet Kopenhag,5,"Amalienborg Sarayı, Rosenborg Kalesi, Christiansborg Sarayı, Mermer Kilise (Frederiks Kirke), Kastellet"
English,Copenhagen,Royal Copenhagen,5,"Amalienborg Sarayı, Rosenborg Kalesi, Christiansborg Sarayı, Mermer Kilise (Frederiks Kirke), Kastellet"
Turkish,Copenhagen,Alternatif Kopenhag,4,"Freetown Christiania, Superkilen Parkı, Reffen Street Food, CopenHill (Amager Bakke)"
English,Copenhagen,Alternative Copenhagen,4,"Freetown Christiania, Superkilen Parkı, Reffen Street Food, CopenHill (Amager Bakke)"
Turkish,Marrakech,Medina & Çarşı Labirenti,5,"Jemaa el-Fna, Souk Semmarine, Rahba Kedima Square (Spice Square), Tanneries, Ben Youssef Medersa"
English,Marrakech,Medina & Souks Maze,5,"Jemaa el-Fna, Souk Semmarine, Rahba Kedima Square (Spice Square), Tanneries, Ben Youssef Medersa"
Turkish,Marrakech,Saraylar & Bahçeler,5,"Bahia Sarayı, Majorelle Bahçesi, Musée Yves Saint Laurent, Secret Garden, Menara Gardens"
English,Marrakech,Palaces & Gardens,5,"Bahia Sarayı, Majorelle Bahçesi, Musée Yves Saint Laurent, Secret Garden, Menara Gardens"
Turkish,Marrakech,Fas Lezzetleri,5,"Al Fassia, Cafés des Épices, Rooftop Kafeler, Cooking Class, Jemaa el-Fna"
English,Marrakech,Moroccan Flavors,5,"Al Fassia, Cafés des Épices, Rooftop Kafeler, Cooking Class, Jemaa el-Fna"
Turkish,Marrakech,Tarihi Anıtlar,5,"Koutoubia Camii, Saadian Tombs, Ben Youssef Medersa, Dar el Bacha (Musée des Confluences), El Badi Palace"
English,Marrakech,Historic Monuments,5,"Koutoubia Camii, Saadian Tombs, Ben Youssef Medersa, Dar el Bacha (Musée des Confluences), El Badi Palace"
Turkish,Marrakech,Hamam & Wellness,5,"Les Bains de Marrakech, El Fenn, Heritage Spa, La Mamounia Garden Spa, Hammam de la Rose"
English,Marrakech,Hammam & Wellness,5,"Les Bains de Marrakech, El Fenn, Heritage Spa, La Mamounia Garden Spa, Hammam de la Rose"
Turkish,Marrakech,Çöl & Dağlar,4,"Agafay Çölü, Atlas Dağları Günübirlik, Essaouira Günübirlik, Ouzoud Waterfalls"
English,Marrakech,Desert & Mountains,4,"Agafay Çölü, Atlas Dağları Günübirlik, Essaouira Günübirlik, Ouzoud Waterfalls"
Turkish,Naples,Napoli Klasikleri,5,"Spaccanapoli, Napoli Sotterranea, Castel dell'Ovo, Piazza del Plebiscito, Castel Nuovo"
English,Naples,Naples Essentials,5,"Spaccanapoli, Napoli Sotterranea, Castel dell'Ovo, Piazza del Plebiscito, Castel Nuovo"
Turkish,Naples,Pizza Hacıları,4,"Pizzeria Da Michele, Gino Sorbillo Pizzeria, Pintauro, Passione di Sofi"
English,Naples,The Pizza Pilgrimage,4,"Pizzeria Da Michele, Gino Sorbillo Pizzeria, Pintauro, Passione di Sofi"
Turkish,Naples,Maradona & İspanyol Mahallesi,3,"Quartieri Spagnoli, Maradona Mural, Via Toledo"
English,Naples,Maradona & Spanish Quarter,3,"Quartieri Spagnoli, Maradona Mural, Via Toledo"
Turkish,Naples,Pompei & Vezüv (Günübirlik),3,"Pompei, Mount Vesuvius, Herculaneum"
English,Naples,Pompeii & Vesuvius (Day Trip),3,"Pompei, Mount Vesuvius, Herculaneum"
Turkish,Naples,Körfez Manzaraları,4,"Castel Sant'Elmo, Certosa di San Martino, Lungomare Caracciolo, Posillipo"
English,Naples,Views of the Gulf,4,"Castel Sant'Elmo, Certosa di San Martino, Lungomare Caracciolo, Posillipo"
Turkish,Naples,Amalfi & Capri (Günübirlik),4,"Amalfi Coast, Capri, Positano, Sorrento"
English,Naples,Amalfi & Capri (Day Trip),4,"Amalfi Coast, Capri, Positano, Sorrento"
Turkish,Milan,Milano İkonları & Duomo,5,"Duomo di Milano, Galleria Vittorio Emanuele II, La Scala, Castello Sforzesco, Museo del Novecento"
English,Milan,Milan Icons & Duomo,5,"Duomo di Milano, Galleria Vittorio Emanuele II, La Scala, Castello Sforzesco, Museo del Novecento"
Turkish,Milan,Da Vinci & Güzel Sanatlar,4,"Son Akşam Yemeği (L'Ultima Cena), Pinacoteca di Brera, Basilica di Sant'Ambrogio, Chiesa di San Maurizio"
English,Milan,Da Vinci & Fine Art,4,"Son Akşam Yemeği (L'Ultima Cena), Pinacoteca di Brera, Basilica di Sant'Ambrogio, Chiesa di San Maurizio"
Turkish,Milan,Moda & Lüks,4,"Quadrilatero della Moda, Galleria Vittorio Emanuele II, La Rinascente, Corso Como"
English,Milan,Fashion & Luxury,4,"Quadrilatero della Moda, Galleria Vittorio Emanuele II, La Rinascente, Corso Como"
Turkish,Milan,Navigli & Gece Hayatı,4,"Navigli, Darsena, Mercato Metropolitano, Porta Ticinese"
English,Milan,Navigli & Nightlife,4,"Navigli, Darsena, Mercato Metropolitano, Porta Ticinese"
Turkish,Milan,Modern Milano,4,"Bosco Verticale, Porta Nuova, Piazza Gae Aulenti, Fondazione Prada (Bar Luce)"
English,Milan,Modern Milan,4,"Bosco Verticale, Porta Nuova, Piazza Gae Aulenti, Fondazione Prada (Bar Luce)"
Turkish,Milan,Milano Lezzetleri,4,"Luini, Pasticceria Marchesi, Eataly Milano Smeraldo, Terrazza Aperol"
English,Milan,Milanese Flavors,4,"Luini, Pasticceria Marchesi, Eataly Milano Smeraldo, Terrazza Aperol"
Turkish,Venice,Venedik Klasikleri,5,"San Marco Meydanı, San Marco Bazilikası, Rialto Köprüsü, Dükler Sarayı (Palazzo Ducale), İç Çekiş Köprüsü"
English,Venice,Venice Essentials,5,"San Marco Meydanı, San Marco Bazilikası, Rialto Köprüsü, Dükler Sarayı (Palazzo Ducale), İç Çekiş Köprüsü"
Turkish,Venice,Murano & Burano Adaları,3,"Murano Adası, Burano Adası, Torcello Adası"
English,Venice,Murano & Burano Islands,3,"Murano Adası, Burano Adası, Torcello Adası"
Turkish,Venice,Romantik Venedik,4,"Gondol Turu, Caffè Florian, Accademia Köprüsü, Santa Maria della Salute"
English,Venice,Romantic Venice,4,"Gondol Turu, Caffè Florian, Accademia Köprüsü, Santa Maria della Salute"
Turkish,Venice,Sanat & Hazineler,4,"Gallerie dell'Accademia, Peggy Guggenheim Koleksiyonu, Teatro La Fenice, Scuola Grande di San Rocco"
English,Venice,Art & Treasures,4,"Gallerie dell'Accademia, Peggy Guggenheim Koleksiyonu, Teatro La Fenice, Scuola Grande di San Rocco"
Turkish,Venice,Gizli Venedik,5,"Libreria Acqua Alta, Cannaregio, Yahudi Getto, Scala Contarini del Bovolo, Dorsoduro"
English,Venice,Hidden Venice,5,"Libreria Acqua Alta, Cannaregio, Yahudi Getto, Scala Contarini del Bovolo, Dorsoduro"
Turkish,Venice,Cicchetti & Şarap,3,"Rialto Pazarı, Cicchetti & Bàcari, Campo Santa Margherita"
English,Venice,Cicchetti & Wine,3,"Rialto Pazarı, Cicchetti & Bàcari, Campo Santa Margherita"
Turkish,Zurich,Zürih Klasikleri,5,"Grossmünster, Fraumünster, Cabaret Voltaire (Dada House), Café & Conditorei 1842, Lindenhof"
English,Zurich,Zurich Essentials,5,"Grossmünster, Fraumünster, Cabaret Voltaire (Dada House), Café & Conditorei 1842, Lindenhof"
Turkish,Zurich,Lüks & Çikolata,5,"Bahnhofstrasse, Lindt Home of Chocolate, Confiserie Sprüngli, Paradeplatz, Zeughauskeller"
English,Zurich,Luxury & Chocolate,5,"Bahnhofstrasse, Lindt Home of Chocolate, Confiserie Sprüngli, Paradeplatz, Zeughauskeller"
Turkish,Zurich,Modern Batı Zürih,5,"Im Viadukt, Frau Gerolds Garten, Gerold Cuchi (Umbrella Street), Freitag Flagship Store, Markthalle"
English,Zurich,Urban & Trendy West,5,"Im Viadukt, Frau Gerolds Garten, Gerold Cuchi (Umbrella Street), Freitag Flagship Store, Markthalle"
Turkish,Zurich,Sanat & Kültür,5,"Kunsthaus Zürich, Swiss National Museum, Zürich Opera House, Pavillon Le Corbusier, Rietberg Museum"
English,Zurich,Art & Culture,5,"Kunsthaus Zürich, Swiss National Museum, Zürich Opera House, Pavillon Le Corbusier, Rietberg Museum"
Turkish,Zurich,Göl & Dağ,5,"Lake Zurich Promenade, Bürkliplatz, Uetliberg Mountain, China Garden, Seebad Enge"
English,Zurich,Lake & Mountain,5,"Lake Zurich Promenade, Bürkliplatz, Uetliberg Mountain, China Garden, Seebad Enge"
Turkish,Zurich,Futbol Tarihi,3,"FIFA World Football Museum, Sportsbar 1904, Enge"
English,Zurich,Football History,3,"FIFA World Football Museum, Sportsbar 1904, Enge"
Turkish,Geneva,Barışın Başkenti,5,"Palais des Nations, Ariana Park, Red Cross Museum, Broken Chair, Café du Soleil"
English,Geneva,Capital of Peace,5,"Palais des Nations, Ariana Park, Red Cross Museum, Broken Chair, Café du Soleil"
Turkish,Geneva,Bilim & İnovasyon,5,"CERN Globe, Microcosm, Tram 18 Experience, Meyrin Centre, Bois de la Bâtie"
English,Geneva,Science & Innovation,5,"CERN Globe, Microcosm, Tram 18 Experience, Meyrin Centre, Bois de la Bâtie"
Turkish,Geneva,Eski & Yeni Cenevre,5,"Jet d'Eau, Jardin Anglais, St. Pierre Cathedral, Maison Tavel, Restaurant Les Armures"
English,Geneva,Geneva Old & New,5,"Jet d'Eau, Jardin Anglais, St. Pierre Cathedral, Maison Tavel, Restaurant Les Armures"
